Elevation_ft_NAVD88,Elevation_ft_NGVD29,Area_acres_01,Capacity_acrefeet_01,Area_acres_int,Capacity_acrefeet_int,Area_percent_dif,Capacity_percent_dif
3704.65,3701.74,160415.58,25440277.58,160452.87,25444235.71,0.02,0.02
3704.66,3701.75,160422.57,25441883.34,160459.68,25445839.25,0.02,0.02
3704.67,3701.76,160429.25,25443489.17,160466.5,25447442.79,0.02,0.02
3704.68,3701.77,160436.04,25445095.06,160473.31,25449046.33,0.02,0.02
3704.69,3701.78,160442.74,25446701.02,160480.13,25450649.87,0.02,0.02
3704.7,3701.79,160449.46,25448307.05,160486.94,25452253.41,0.02,0.02
3704.71,3701.8,160456.13,25449913.14,160493.76,25453856.94,0.02,0.02
3704.72,3701.81,160462.84,25451519.31,160500.65,25455458.6,0.02,0.02
3704.73,3701.82,160469.5,25453125.53,160507.29,25457066.3,0.02,0.02
3704.74,3701.83,160476.15,25454731.83,160513.92,25458674,0.02,0.02
3704.75,3701.84,160482.87,25456338.19,160520.56,25460281.7,0.02,0.02
3704.76,3701.85,160489.49,25457944.62,160527.19,25461889.41,0.02,0.02
3704.77,3701.86,160496.22,25459551.12,160533.83,25463497.11,0.02,0.02
3704.78,3701.87,160502.91,25461157.68,160540.46,25465104.81,0.02,0.02
3704.79,3701.88,160509.51,25462764.31,160547.09,25466712.51,0.02,0.02
3704.8,3701.89,160516.14,25464371,160553.73,25468320.21,0.02,0.02
3704.81,3701.9,160522.73,25465977.77,160560.36,25469927.92,0.02,0.02
3704.82,3701.91,160529.4,25467584.59,160567,25471535.62,0.02,0.02
3704.83,3701.92,160536.04,25469191.49,160573.63,25473143.32,0.02,0.02
3704.84,3701.93,160542.67,25470798.45,160580.26,25474751.02,0.02,0.02
3704.85,3701.94,160549.36,25472405.48,160586.9,25476358.72,0.02,0.02
3704.86,3701.95,160555.97,25474012.57,160593.53,25477966.43,0.02,0.02
3704.87,3701.96,160562.57,25475619.73,160600.17,25479574.13,0.02,0.02
3704.88,3701.97,160568.84,25477187.76,160606.8,25481181.83,0.02,0.02
3704.89,3701.98,160575.36,25478795.05,160613.44,25482789.53,0.02,0.02
3704.9,3701.99,160581.95,25480402.4,160620.07,25484397.23,0.02,0.02
3704.91,3702,160588.58,25482009.82,160626.7,25486004.94,0.02,0.02
3704.92,3702.01,160595.13,25483617.31,160633.34,25487612.64,0.02,0.02
3704.93,3702.02,160601.67,25485224.86,160639.97,25489220.34,0.02,0.02
3704.94,3702.03,160608.34,25486832.48,160646.61,25490828.04,0.02,0.02
3704.95,3702.04,160615,25488440.17,160653.24,25492435.75,0.02,0.02
3704.96,3702.05,160621.6,25490047.92,160659.88,25494043.45,0.02,0.02
3704.97,3702.06,160628.21,25491655.74,160666.51,25495651.15,0.02,0.02
3704.98,3702.07,160634.82,25493263.62,160673.14,25497258.85,0.02,0.02
3704.99,3702.08,160641.36,25494871.58,160679.78,25498866.55,0.02,0.02
3705,3702.09,160648,25496479.59,160686.41,25500474.26,0.02,0.02
3705.01,3702.1,160654.66,25498087.67,160693.05,25502081.96,0.02,0.02
3705.02,3702.11,160661.25,25499695.82,160699.68,25503689.66,0.02,0.02
3705.03,3702.12,160667.83,25501304.04,160706.31,25505297.36,0.02,0.02
3705.04,3702.13,160674.37,25502912.32,160712.95,25506905.06,0.02,0.02
3705.05,3702.14,160681.02,25504520.67,160719.57,25508512.71,0.02,0.02
3705.06,3702.15,160687.57,25506129.08,160726.26,25510120.63,0.02,0.02
3705.07,3702.16,160694.2,25507737.56,160732.96,25511728.55,0.02,0.02
3705.08,3702.17,160700.83,25509346.1,160739.66,25513336.47,0.02,0.02
3705.09,3702.18,160707.39,25510954.71,160746.36,25514944.39,0.02,0.02
3705.1,3702.19,160713.99,25512563.39,160753.06,25516552.31,0.02,0.02
3705.11,3702.2,160720.62,25514172.13,160759.76,25518160.23,0.02,0.02
3705.12,3702.21,160727.26,25515780.94,160766.45,25519768.15,0.02,0.02
3705.13,3702.22,160733.66,25517350.58,160773.15,25521376.07,0.02,0.02
3705.14,3702.23,160740.36,25518959.52,160779.85,25522983.99,0.02,0.02
3705.15,3702.24,160747.01,25520568.53,160786.55,25524591.91,0.02,0.02
3705.16,3702.25,160753.68,25522177.6,160793.25,25526199.83,0.02,0.02
3705.17,3702.26,160760.4,25523786.74,160799.94,25527807.75,0.02,0.02
3705.18,3702.27,160768.44,25525395.95,160806.64,25529415.67,0.02,0.02
3705.19,3702.28,160775.1,25527005.24,160813.34,25531023.59,0.02,0.02
3705.2,3702.29,160781.73,25528614.6,160820.04,25532631.51,0.02,0.02
3705.21,3702.3,160788.47,25530224.02,160826.74,25534239.43,0.02,0.02
3705.22,3702.31,160795.16,25531833.51,160833.44,25535847.36,0.02,0.02
3705.23,3702.32,160801.83,25533443.06,160840.13,25537455.28,0.02,0.02
3705.24,3702.33,160808.58,25535052.69,160846.83,25539063.2,0.02,0.02
3705.25,3702.34,160815.21,25536662.38,160853.53,25540671.12,0.02,0.02
3705.26,3702.35,160821.89,25538272.14,160860.23,25542279.04,0.02,0.02
3705.27,3702.36,160828.63,25539881.96,160866.93,25543886.96,0.02,0.02
3705.28,3702.37,160835.42,25541491.85,160873.62,25545494.88,0.02,0.02
3705.29,3702.38,160842.06,25543101.81,160880.32,25547102.8,0.02,0.02
3705.3,3702.39,160848.82,25544711.84,160887.02,25548710.72,0.02,0.02
3705.31,3702.4,160855.47,25546321.93,160893.72,25550318.64,0.02,0.02
3705.32,3702.41,160862.17,25547932.09,160900.42,25551926.56,0.02,0.02
3705.33,3702.42,160868.92,25549542.32,160907.12,25553534.48,0.02,0.02
3705.34,3702.43,160875.67,25551152.61,160913.81,25555142.4,0.02,0.02
3705.35,3702.44,160882.36,25552762.98,160920.51,25556750.32,0.02,0.02
3705.36,3702.45,160889.13,25554373.41,160927.21,25558358.24,0.02,0.02
3705.37,3702.46,160895.9,25555983.9,160933.91,25559966.16,0.02,0.02
3705.38,3702.47,160902.34,25557555.19,160940.6,25561573.93,0.02,0.02
3705.39,3702.48,160909.18,25559165.82,160947.4,25563184.06,0.02,0.02
3705.4,3702.49,160915.93,25560776.52,160954.2,25564794.2,0.02,0.02
3705.41,3702.5,160922.78,25562387.28,160961,25566404.33,0.02,0.02
3705.42,3702.51,160929.53,25563998.12,160967.8,25568014.47,0.02,0.02
3705.43,3702.52,160936.28,25565609.02,160974.6,25569624.6,0.02,0.02
3705.44,3702.53,160943.08,25567219.99,160981.4,25571234.74,0.02,0.02
3705.45,3702.54,160949.89,25568831.03,160988.2,25572844.87,0.02,0.02
3705.46,3702.55,160956.71,25570442.14,160995,25574455.01,0.02,0.02
3705.47,3702.56,160963.52,25572053.31,161001.8,25576065.14,0.02,0.02
3705.48,3702.57,160970.26,25573664.56,161008.59,25577675.28,0.02,0.02
3705.49,3702.58,160977.01,25575275.87,161015.39,25579285.41,0.02,0.02
3705.5,3702.59,160983.75,25576887.24,161022.19,25580895.55,0.02,0.02
3705.51,3702.6,160990.48,25578498.69,161028.99,25582505.68,0.02,0.02
3705.52,3702.61,160997.35,25580110.2,161035.79,25584115.82,0.02,0.02
3705.53,3702.62,161004.24,25581721.78,161042.59,25585725.95,0.02,0.02
3705.54,3702.63,161011.11,25583333.43,161049.39,25587336.09,0.02,0.02
3705.55,3702.64,161017.93,25584945.15,161056.19,25588946.22,0.02,0.02
3705.56,3702.65,161024.68,25586556.94,161062.99,25590556.36,0.02,0.02
3705.57,3702.66,161031.56,25588168.8,161069.79,25592166.49,0.02,0.02
3705.58,3702.67,161038.36,25589780.72,161076.59,25593776.63,0.02,0.02
3705.59,3702.68,161045.18,25591392.71,161083.39,25595386.76,0.02,0.02
3705.6,3702.69,161052.05,25593004.77,161090.19,25596996.9,0.02,0.02
3705.61,3702.7,161058.92,25594616.9,161096.99,25598607.03,0.02,0.02
3705.62,3702.71,161065.74,25596229.1,161103.79,25600217.17,0.02,0.02
3705.63,3702.72,161072.58,25597802.04,161110.59,25601827.3,0.02,0.02
3705.64,3702.73,161079.5,25599414.38,161117.39,25603437.44,0.02,0.02
3705.65,3702.74,161086.33,25601026.78,161124.19,25605047.57,0.02,0.02
3705.66,3702.75,161093.21,25602639.25,161130.99,25606657.71,0.02,0.02
3705.67,3702.76,161100.1,25604251.79,161137.79,25608267.84,0.02,0.02
3705.68,3702.77,161106.91,25605864.4,161144.59,25609877.98,0.02,0.02
3705.69,3702.78,161113.79,25607477.07,161151.39,25611488.11,0.02,0.02
3705.7,3702.79,161120.72,25609089.82,161158.19,25613098.25,0.02,0.02
3705.71,3702.8,161127.61,25610702.64,161165.01,25614708.66,0.02,0.02
3705.72,3702.81,161134.8,25612315.52,161172,25616321.04,0.02,0.02
3705.73,3702.82,161141.75,25613928.48,161178.99,25617933.43,0.02,0.02
3705.74,3702.83,161148.65,25615541.5,161185.98,25619545.82,0.02,0.02
3705.75,3702.84,161155.53,25617154.6,161192.97,25621158.21,0.02,0.02
3705.76,3702.85,161162.4,25618767.76,161199.97,25622770.59,0.02,0.02
3705.77,3702.86,161169.36,25620380.99,161206.96,25624382.98,0.02,0.02
3705.78,3702.87,161176.24,25621994.29,161213.95,25625995.37,0.02,0.02
3705.79,3702.88,161183.16,25623607.67,161220.94,25627607.76,0.02,0.02
3705.8,3702.89,161190.03,25625221.11,161227.93,25629220.14,0.02,0.02
3705.81,3702.9,161196.94,25626834.61,161234.93,25630832.53,0.02,0.02
3705.82,3702.91,161203.78,25628448.19,161241.92,25632444.92,0.02,0.02
3705.83,3702.92,161210.63,25630061.84,161248.91,25634057.31,0.02,0.02
3705.84,3702.93,161217.46,25631675.55,161255.9,25635669.69,0.02,0.02
3705.85,3702.94,161224.29,25633289.33,161262.89,25637282.08,0.02,0.02
3705.86,3702.95,161231.13,25634903.19,161269.88,25638894.47,0.02,0.02
3705.87,3702.96,161238.05,25636517.11,161276.88,25640506.86,0.02,0.02
3705.88,3702.97,161244.67,25638091.73,161283.87,25642119.24,0.02,0.02
3705.89,3702.98,161251.53,25639705.79,161290.86,25643731.63,0.02,0.02
3705.9,3702.99,161258.41,25641319.91,161297.85,25645344.02,0.02,0.02
3705.91,3703,161265.26,25642934.1,161304.84,25646956.41,0.02,0.02
3705.92,3703.01,161272.12,25644548.37,161311.83,25648568.79,0.02,0.02
3705.93,3703.02,161279.07,25646162.7,161318.83,25650181.18,0.02,0.02
3705.94,3703.03,161285.91,25647777.1,161325.82,25651793.57,0.02,0.02
3705.95,3703.04,161292.75,25649391.57,161332.81,25653405.96,0.02,0.02
3705.96,3703.05,161303.17,25651006.11,161339.8,25655018.34,0.02,0.02
3705.97,3703.06,161310.04,25652620.75,161346.79,25656630.73,0.02,0.02
3705.98,3703.07,161316.93,25654235.46,161353.78,25658243.12,0.02,0.02
3705.99,3703.08,161323.86,25655850.24,161360.78,25659855.51,0.02,0.02
3706,3703.09,161330.81,25657465.09,161367.77,25661467.89,0.02,0.02
3706.01,3703.1,161337.75,25659080.01,161374.76,25663080.28,0.02,0.02
3706.02,3703.11,161344.63,25660695,161381.75,25664692.67,0.02,0.02
3706.03,3703.12,161351.53,25662310.05,161388.74,25666305.06,0.02,0.02
3706.04,3703.13,161358.37,25663925.18,161395.7,25667918.16,0.02,0.02
3706.05,3703.14,161365.28,25665540.37,161402.56,25669532.84,0.02,0.02
3706.06,3703.15,161372.15,25667155.64,161409.43,25671147.51,0.02,0.02
3706.07,3703.16,161379.11,25668770.97,161416.3,25672762.19,0.02,0.02
3706.08,3703.17,161386.01,25670386.37,161423.16,25674376.86,0.02,0.02
3706.09,3703.18,161392.9,25672001.84,161430.03,25675991.53,0.02,0.02
3706.1,3703.19,161399.74,25673617.38,161436.9,25677606.21,0.02,0.02
3706.11,3703.2,161406.53,25675232.99,161443.76,25679220.88,0.02,0.02
3706.12,3703.21,161413.47,25676848.67,161450.63,25680835.56,0.02,0.02
3706.13,3703.22,161420.04,25678425,161457.5,25682450.23,0.02,0.02
3706.14,3703.23,161426.94,25680040.82,161464.37,25684064.91,0.02,0.02
3706.15,3703.24,161433.77,25681656.7,161471.23,25685679.58,0.02,0.02
3706.16,3703.25,161440.61,25683272.65,161478.1,25687294.26,0.02,0.02
3706.17,3703.26,161447.5,25684888.67,161484.97,25688908.93,0.02,0.02
3706.18,3703.27,161454.41,25686504.75,161491.83,25690523.61,0.02,0.02
3706.19,3703.28,161461.31,25688120.91,161498.7,25692138.28,0.02,0.02
3706.2,3703.29,161468.13,25689737.14,161505.57,25693752.95,0.02,0.02
3706.21,3703.3,161475,25691353.43,161512.43,25695367.63,0.02,0.02
3706.22,3703.31,161481.83,25692969.79,161519.3,25696982.3,0.02,0.02
3706.23,3703.32,161488.7,25694586.22,161526.17,25698596.98,0.02,0.02
3706.24,3703.33,161495.5,25696202.72,161533.04,25700211.65,0.02,0.02
3706.25,3703.34,161502.38,25697819.29,161539.9,25701826.33,0.02,0.02
3706.26,3703.35,161509.3,25699435.93,161546.77,25703441,0.02,0.02
3706.27,3703.36,161516.14,25701052.63,161553.64,25705055.68,0.02,0.02
3706.28,3703.37,161523.01,25702669.41,161560.5,25706670.35,0.02,0.02
3706.29,3703.38,161529.87,25704286.25,161567.37,25708285.03,0.02,0.02
3706.3,3703.39,161536.7,25705903.16,161574.24,25709899.7,0.02,0.02
3706.31,3703.4,161543.61,25707520.14,161581.1,25711514.38,0.02,0.02
3706.32,3703.41,161550.51,25709137.19,161587.97,25713129.05,0.02,0.02
3706.33,3703.42,161557.47,25710754.31,161594.84,25714743.72,0.02,0.02
3706.34,3703.43,161564.27,25712371.49,161601.71,25716358.4,0.02,0.02
3706.35,3703.44,161571.23,25713988.75,161608.57,25717973.07,0.02,0.02
3706.36,3703.45,161581.05,25715606.09,161615.36,25719585.64,0.02,0.02
3706.37,3703.46,161587.96,25717223.52,161622.39,25721204.58,0.02,0.02
3706.38,3703.47,161594.56,25718801.56,161629.42,25722823.51,0.02,0.02
3706.39,3703.48,161601.47,25720419.12,161636.46,25724442.45,0.02,0.02
3706.4,3703.49,161608.43,25722036.75,161643.49,25726061.38,0.02,0.02
3706.41,3703.5,161615.39,25723654.45,161650.53,25727680.32,0.02,0.02
3706.42,3703.51,161622.36,25725272.21,161657.56,25729299.26,0.02,0.02
3706.43,3703.52,161629.24,25726890.05,161664.59,25730918.19,0.02,0.02
3706.44,3703.53,161636.16,25728507.96,161671.63,25732537.13,0.02,0.02
3706.45,3703.54,161643.12,25730125.94,161678.66,25734156.06,0.02,0.02
3706.46,3703.55,161650.08,25731743.98,161685.69,25735775,0.02,0.02
3706.47,3703.56,161656.93,25733362.1,161692.73,25737393.94,0.02,0.02
3706.48,3703.57,161663.82,25734980.28,161699.76,25739012.87,0.02,0.02
3706.49,3703.58,161670.76,25736598.54,161706.79,25740631.81,0.02,0.02
3706.5,3703.59,161677.64,25738216.86,161713.83,25742250.75,0.02,0.02
3706.51,3703.6,161684.55,25739835.25,161720.86,25743869.68,0.02,0.02
3706.52,3703.61,161691.51,25741453.71,161727.9,25745488.62,0.02,0.02
3706.53,3703.62,161698.41,25743072.24,161734.93,25747107.55,0.02,0.02
3706.54,3703.63,161705.39,25744690.84,161741.96,25748726.49,0.02,0.02
3706.55,3703.64,161712.4,25746309.51,161749,25750345.43,0.02,0.02
3706.56,3703.65,161719.36,25747928.25,161756.03,25751964.36,0.02,0.02
3706.57,3703.66,161726.28,25749547.06,161763.06,25753583.3,0.02,0.02
3706.58,3703.67,161733.29,25751165.94,161770.1,25755202.24,0.02,0.02
3706.59,3703.68,161740.25,25752784.89,161777.13,25756821.17,0.02,0.02
3706.6,3703.69,161747.26,25754403.91,161784.17,25758440.11,0.02,0.02
3706.61,3703.7,161754.18,25756023,161791.2,25760059.04,0.02,0.02
3706.62,3703.71,161761.24,25757642.16,161798.23,25761677.98,0.02,0.02
3706.63,3703.72,161768.25,25759221.89,161805.27,25763296.92,0.02,0.02
3706.64,3703.73,161775.3,25760841.19,161812.3,25764915.85,0.02,0.02
3706.65,3703.74,161782.26,25762460.56,161819.33,25766534.79,0.02,0.02
3706.66,3703.75,161789.28,25764079.99,161826.37,25768153.72,0.02,0.02
3706.67,3703.76,161796.29,25765699.5,161833.4,25769772.66,0.02,0.02
3706.68,3703.77,161803.43,25767319.08,161840.44,25771391.6,0.02,0.02
3706.69,3703.78,161810.48,25768938.73,161847.41,25773010.42,0.02,0.02
3706.7,3703.79,161817.43,25770558.45,161854.65,25774629.73,0.02,0.02
3706.71,3703.8,161824.39,25772178.24,161861.89,25776249.03,0.02,0.02
3706.72,3703.81,161831.38,25773798.1,161869.13,25777868.34,0.02,0.02
3706.73,3703.82,161838.45,25775418.03,161876.37,25779487.64,0.02,0.02
3706.74,3703.83,161845.49,25777038.03,161883.61,25781106.95,0.02,0.02
3706.75,3703.84,161858.96,25778658.12,161890.85,25782726.25,0.02,0.02
3706.76,3703.85,161865.94,25780278.33,161898.09,25784345.56,0.02,0.02
3706.77,3703.86,161873.06,25781898.6,161905.33,25785964.86,0.02,0.02
3706.78,3703.87,161880.14,25783518.95,161912.57,25787584.17,0.02,0.02
3706.79,3703.88,161887.23,25785139.36,161919.81,25789203.47,0.02,0.02
3706.8,3703.89,161894.28,25786759.85,161927.06,25790822.78,0.02,0.02
3706.81,3703.9,161901.32,25788380.41,161934.3,25792442.08,0.02,0.02
3706.82,3703.91,161908.38,25790001.04,161941.54,25794061.39,0.02,0.02
3706.83,3703.92,161915.43,25791621.74,161948.78,25795680.69,0.02,0.02
3706.84,3703.93,161922.4,25793242.51,161956.02,25797300,0.02,0.02
3706.85,3703.94,161929.5,25794863.35,161963.26,25798919.3,0.02,0.02
3706.86,3703.95,161936.46,25796484.26,161970.5,25800538.61,0.02,0.02
3706.87,3703.96,161943.49,25798105.24,161977.74,25802157.91,0.02,0.02
3706.88,3703.97,161950.21,25799686.75,161984.98,25803777.22,0.02,0.02
3706.89,3703.98,161957.25,25801307.87,161992.22,25805396.52,0.02,0.02
3706.9,3703.99,161964.29,25802929.06,161999.46,25807015.83,0.02,0.02
3706.91,3704,161971.44,25804550.32,162006.7,25808635.13,0.02,0.02
3706.92,3704.01,161978.57,25806171.66,162013.95,25810254.44,0.02,0.02
3706.93,3704.02,161985.65,25807793.06,162021.19,25811873.74,0.02,0.02
3706.94,3704.03,161992.72,25809414.53,162028.43,25813493.05,0.02,0.02
3706.95,3704.04,161999.85,25811036.08,162035.67,25815112.35,0.02,0.02
3706.96,3704.05,162006.93,25812657.7,162042.91,25816731.65,0.02,0.02
3706.97,3704.06,162014.07,25814279.38,162050.15,25818350.96,0.02,0.02
3706.98,3704.07,162021.18,25815901.14,162057.39,25819970.26,0.02,0.02
3706.99,3704.08,162028.3,25817522.97,162064.63,25821589.57,0.02,0.02
3707,3704.09,162035.45,25819144.87,162071.87,25823208.87,0.02,0.02
3707.01,3704.1,162042.58,25820766.85,162079.11,25824828.18,0.02,0.02
3707.02,3704.11,162049.68,25822388.89,162086.35,25826447.22,0.02,0.02
3707.03,3704.12,162056.75,25824011.01,162093.63,25828068.88,0.02,0.02
3707.04,3704.13,162063.85,25825633.19,162100.91,25829690.53,0.02,0.02
3707.05,3704.14,162070.96,25827255.45,162108.2,25831312.18,0.02,0.02
3707.06,3704.15,162078.07,25828877.78,162115.48,25832933.84,0.02,0.02
3707.07,3704.16,162085.19,25830500.18,162122.76,25834555.49,0.02,0.02
3707.08,3704.17,162092.36,25832122.65,162130.04,25836177.14,0.02,0.02
3707.09,3704.18,162099.41,25833745.19,162137.32,25837798.8,0.02,0.02
3707.1,3704.19,162106.58,25835367.8,162144.61,25839420.45,0.02,0.02
3707.11,3704.2,162113.75,25836990.49,162151.89,25841042.1,0.02,0.02
3707.12,3704.21,162120.86,25838613.24,162159.17,25842663.76,0.02,0.02
3707.13,3704.22,162127.77,25840196.49,162166.45,25844285.41,0.02,0.02
3707.14,3704.23,162134.95,25841819.39,162173.74,25845907.06,0.02,0.02
3707.15,3704.24,162142.13,25843442.36,162181.02,25847528.72,0.02,0.02
3707.16,3704.25,162149.32,25845065.4,162188.3,25849150.37,0.02,0.02
3707.17,3704.26,162156.44,25846688.51,162195.58,25850772.03,0.02,0.02
3707.18,3704.27,162163.72,25848311.7,162202.86,25852393.68,0.02,0.02
3707.19,3704.28,162170.8,25849934.96,162210.15,25854015.33,0.02,0.02
3707.2,3704.29,162177.91,25851558.29,162217.43,25855636.99,0.02,0.02
3707.21,3704.3,162185.1,25853181.69,162224.71,25857258.64,0.02,0.02
3707.22,3704.31,162192.32,25854805.16,162231.99,25858880.29,0.02,0.02
3707.23,3704.32,162199.46,25856428.7,162239.28,25860501.95,0.02,0.02
3707.24,3704.33,162206.66,25858052.32,162246.56,25862123.6,0.02,0.02
3707.25,3704.34,162213.85,25859676,162253.84,25863745.25,0.02,0.02
3707.26,3704.35,162220.99,25861299.76,162261.12,25865366.91,0.02,0.02
3707.27,3704.36,162228.14,25862923.6,162268.4,25866988.56,0.02,0.02
3707.28,3704.37,162235.36,25864547.5,162275.69,25868610.21,0.02,0.02
3707.29,3704.38,162247.04,25866171.49,162282.97,25870231.87,0.02,0.02
3707.3,3704.39,162254.26,25867795.58,162290.25,25871853.52,0.02,0.02
3707.31,3704.4,162261.51,25869419.75,162297.53,25873475.17,0.02,0.02
3707.32,3704.41,162268.74,25871043.98,162304.81,25875096.83,0.02,0.02
3707.33,3704.42,162275.96,25872668.29,162312.1,25876718.48,0.02,0.02
3707.34,3704.43,162283.17,25874292.67,162319.38,25878340.13,0.02,0.02
3707.35,3704.44,162290.42,25875917.13,162326.66,25879961.98,0.02,0.02
3707.36,3704.45,162297.63,25877541.65,162333.88,25881586.04,0.02,0.02
3707.37,3704.46,162304.94,25879166.25,162341.11,25883210.09,0.02,0.02
3707.38,3704.47,162311.8,25880751.3,162348.34,25884834.15,0.02,0.02
3707.39,3704.48,162318.99,25882376.04,162355.57,25886458.2,0.02,0.02
3707.4,3704.49,162326.19,25884000.85,162362.8,25888082.26,0.02,0.02
3707.41,3704.5,162333.48,25885625.74,162370.02,25889706.31,0.02,0.02
3707.42,3704.51,162340.71,25887250.69,162377.25,25891330.37,0.02,0.02
3707.43,3704.52,162347.93,25888875.72,162384.48,25892954.43,0.02,0.02
3707.44,3704.53,162355.19,25890500.83,162391.71,25894578.48,0.02,0.02
3707.45,3704.54,162362.49,25892126,162398.93,25896202.54,0.02,0.02
3707.46,3704.55,162369.72,25893751.25,162406.16,25897826.59,0.02,0.02
3707.47,3704.56,162377.01,25895376.57,162413.39,25899450.65,0.02,0.02
3707.48,3704.57,162384.22,25897001.97,162420.62,25901074.7,0.02,0.02
3707.49,3704.58,162391.52,25898627.43,162427.84,25902698.76,0.02,0.02
3707.5,3704.59,162398.7,25900252.97,162435.07,25904322.81,0.02,0.02
3707.51,3704.6,162405.98,25901878.58,162442.3,25905946.87,0.02,0.02
3707.52,3704.61,162413.18,25903504.27,162449.53,25907570.93,0.02,0.02
3707.53,3704.62,162420.46,25905130.02,162456.76,25909194.98,0.02,0.02
3707.54,3704.63,162427.62,25906755.85,162463.98,25910819.04,0.02,0.02
3707.55,3704.64,162434.84,25908381.75,162471.21,25912443.09,0.02,0.02
3707.56,3704.65,162442.08,25910007.72,162478.44,25914067.15,0.02,0.02
3707.57,3704.66,162449.28,25911633.77,162485.67,25915691.2,0.02,0.02
3707.58,3704.67,162456.48,25913259.88,162492.89,25917315.26,0.02,0.02
3707.59,3704.68,162463.74,25914886.07,162500.12,25918939.31,0.02,0.02
3707.6,3704.69,162471.07,25916512.34,162507.35,25920563.37,0.02,0.02
3707.61,3704.7,162478.21,25918138.67,162514.58,25922187.43,0.02,0.02
3707.62,3704.71,162485.45,25919765.08,162521.8,25923811.48,0.02,0.02
3707.63,3704.72,162492.69,25921351.88,162529.03,25925435.54,0.02,0.02
3707.64,3704.73,162499.97,25922978.43,162536.26,25927059.59,0.02,0.02
3707.65,3704.74,162507.2,25924605.06,162543.49,25928683.65,0.02,0.02
3707.66,3704.75,162514.42,25926231.75,162550.72,25930307.7,0.02,0.02
3707.67,3704.76,162521.67,25927858.52,162557.94,25931931.76,0.02,0.02
3707.68,3704.77,162528.92,25929485.36,162565.15,25933556.46,0.02,0.02
3707.69,3704.78,162536.07,25931112.27,162572.31,25935182.88,0.02,0.02
3707.7,3704.79,162543.26,25932739.25,162579.47,25936809.29,0.02,0.02
3707.71,3704.8,162550.4,25934366.31,162586.63,25938435.71,0.02,0.02
3707.72,3704.81,162557.59,25935993.44,162593.79,25940062.13,0.02,0.02
3707.73,3704.82,162564.72,25937620.64,162600.95,25941688.55,0.02,0.02
3707.74,3704.83,162571.94,25939247.91,162608.11,25943314.97,0.02,0.02
3707.75,3704.84,162579.1,25940875.25,162615.27,25944941.38,0.02,0.02
3707.76,3704.85,162586.31,25942502.66,162622.43,25946567.8,0.02,0.02
3707.77,3704.86,162593.4,25944130.15,162629.59,25948194.22,0.02,0.02
